Cancer Type,Sentence
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7576974.5 AND Exon_Number <= 431.5 AND End_Position <= 182096568.0 AND chr_17 is 0, then the class is Colorectal Carcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Exon_Number <= 431.5 AND End_Position <= 182096568.0 AND chr_17 is 1 AND Start_Position <= 7577875.0, then the class is Colorectal Carcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7577875.0 AND Exon_Number <= 431.5 AND End_Position <= 182096568.0 AND chr_17 is 1 AND SNP_event <= 830.5 AND Codons <= 1129.5, then the class is Colorectal Carcinoma."
Non Small Cell Lung Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7577875.0 AND Exon_Number <= 431.5 AND End_Position <= 182096568.0 AND chr_17 is 1 AND SNP_event <= 830.5 AND Codons > 1129.5 AND Hugo_Symbol <= 385.5, then the class is Non Small Cell Lung Cancer."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 385.5 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7577875.0 AND Exon_Number <= 431.5 AND End_Position <= 182096568.0 AND chr_17 is 1 AND SNP_event <= 830.5 AND Codons > 1129.5, then the class is Esophageal Carcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7577875.0 AND Exon_Number <= 431.5 AND End_Position <= 182096568.0 AND chr_17 is 1 AND SNP_event > 830.5, then the class is Gastric Cancer."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7576974.5 AND Exon_Number <= 431.5 AND End_Position > 182096568.0, then the class is Esophageal Carcinoma."
Non Small Cell Lung Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7576974.5 AND Exon_Number > 431.5 AND stop_gained is 0 AND End_Position <= 46021258.0, then the class is Non Small Cell Lung Cancer."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7576974.5 AND stop_gained is 0 AND End_Position > 46021258.0 AND SNP_event <= 641.5 AND Exon_Number <= 679.5, then the class is Esophageal Carcinoma."
Non Small Cell Lung Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7576974.5 AND Exon_Number > 679.5 AND stop_gained is 0 AND End_Position > 46021258.0 AND SNP_event <= 641.5, then the class is Non Small Cell Lung Cancer."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7576974.5 AND stop_gained is 0 AND End_Position > 46021258.0 AND chr_2 is 0 AND Protein_position <= 4104.5 AND chr_3 is 0 AND SNP_event <= 1532.0 AND Exon_Number <= 464.5, then the class is Gastric Cancer."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7576974.5 AND Exon_Number > 464.5 AND stop_gained is 0 AND End_Position > 46021258.0 AND chr_2 is 0 AND Protein_position <= 4104.5 AND chr_3 is 0 AND SNP_event <= 1532.0 AND Hugo_Symbol <= 302.5, then the class is Colorectal Carcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 302.5 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7576974.5 AND Exon_Number > 464.5 AND stop_gained is 0 AND End_Position > 46021258.0 AND chr_2 is 0 AND Protein_position <= 4104.5 AND chr_3 is 0 AND SNP_event <= 1532.0 AND Codons <= 2320.5, then the class is Gastric Cancer."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 302.5 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7576974.5 AND Exon_Number > 464.5 AND stop_gained is 0 AND End_Position > 46021258.0 AND chr_2 is 0 AND Protein_position <= 4104.5 AND chr_3 is 0 AND SNP_event <= 1532.0 AND Codons > 2320.5, then the class is Colorectal Carcinoma."
Non Small Cell Lung Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7576974.5 AND Exon_Number > 431.5 AND stop_gained is 0 AND End_Position > 46021258.0 AND SNP_event > 1532.0 AND chr_2 is 0 AND Protein_position <= 4104.5 AND chr_3 is 0, then the class is Non Small Cell Lung Cancer."
Non Small Cell Lung Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7576974.5 AND Exon_Number > 431.5 AND stop_gained is 0 AND SNP_event > 641.5 AND chr_2 is 0 AND Protein_position <= 4104.5 AND chr_3 is 1 AND End_Position <= 158655200.0, then the class is Non Small Cell Lung Cancer."
Non Small Cell Lung Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age <= 75.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7576974.5 AND Exon_Number > 431.5 AND stop_gained is 0 AND End_Position > 158655200.0 AND SNP_event > 641.5 AND chr_2 is 0 AND Protein_position <= 4104.5 AND chr_3 is 1, then the class is Non Small Cell Lung Cancer."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7576974.5 AND Exon_Number > 431.5 AND stop_gained is 0 AND End_Position > 158655200.0 AND SNP_event > 641.5 AND chr_2 is 0 AND Protein_position <= 4104.5 AND chr_3 is 1 AND Diagnosis Age > 75.5, then the class is Colorectal Carcinoma."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7576974.5 AND Exon_Number > 431.5 AND stop_gained is 0 AND End_Position > 46021258.0 AND SNP_event > 641.5 AND chr_2 is 0 AND Protein_position > 4104.5, then the class is Esophageal Carcinoma."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7576974.5 AND Exon_Number > 431.5 AND stop_gained is 0 AND SNP_event > 641.5 AND chr_2 is 1 AND End_Position <= 141663008.0, then the class is Esophageal Carcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7576974.5 AND Exon_Number > 431.5 AND stop_gained is 0 AND End_Position > 141663008.0 AND SNP_event > 641.5 AND chr_2 is 1, then the class is Gastric Cancer."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age <= 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Variant_Type > 1.0 AND Start_Position > 7576974.5 AND Exon_Number > 431.5 AND stop_gained is 1, then the class is Gastric Cancer."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.28333334624767303 AND Diagnosis Age <= 75.5, then the class is Colorectal Carcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.28333334624767303 AND Diagnosis Age > 75.5 AND chr_1 is 0 AND chr_11 is 0 AND chr_20 is 0 AND Codons <= 336.0, then the class is Gastric Cancer."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.28333334624767303 AND Diagnosis Age > 75.5 AND chr_1 is 0 AND chr_11 is 0 AND chr_20 is 0 AND Codons <= 3343.0 AND Exon_Number <= 111.0 AND Start_Position <= 106508656.0, then the class is Gastric Cancer."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.28333334624767303 AND Diagnosis Age > 75.5 AND chr_1 is 0 AND chr_11 is 0 AND chr_20 is 0 AND Codons <= 3343.0 AND Exon_Number <= 111.0 AND Start_Position > 106508656.0, then the class is Colorectal Carcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.28333334624767303 AND Diagnosis Age > 75.5 AND chr_1 is 0 AND chr_11 is 0 AND chr_20 is 0 AND Codons <= 3343.0 AND Exon_Number > 111.0, then the class is Colorectal Carcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.28333334624767303 AND Diagnosis Age > 75.5 AND chr_1 is 0 AND chr_11 is 0 AND chr_20 is 0 AND Codons > 3343.0, then the class is Gastric Cancer."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.28333334624767303 AND Diagnosis Age > 75.5 AND chr_1 is 0 AND chr_11 is 0 AND chr_20 is 1, then the class is Gastric Cancer."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.28333334624767303 AND Diagnosis Age > 75.5 AND chr_1 is 0 AND chr_11 is 1, then the class is Gastric Cancer."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.28333334624767303 AND Diagnosis Age > 75.5 AND chr_1 is 1, then the class is Gastric Cancer."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 76.5 AND TMB (nonsynonymous) <= 0.28333334624767303, then the class is Colorectal Carcinoma."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 76.5 AND TMB (nonsynonymous) > 0.28333334624767303, then the class is Liver Hepatocellular Carcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.3166666775941849 AND Diagnosis Age > 76.5 AND Hugo_Symbol <= 309.5 AND SNP_event <= 1270.0, then the class is Colorectal Carcinoma."
Small Cell Lung Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.3166666775941849 AND Diagnosis Age > 76.5 AND Hugo_Symbol <= 309.5 AND SNP_event > 1270.0, then the class is Small Cell Lung Cancer."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 309.5 AND TMB (nonsynonymous) > 0.3166666775941849 AND Diagnosis Age > 76.5 AND Start_Position <= 30082848.5 AND SNP_event <= 1050.5, then the class is Colorectal Carcinoma."
Small Cell Lung Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 309.5 AND TMB (nonsynonymous) > 0.3166666775941849 AND Diagnosis Age > 76.5 AND Start_Position <= 30082848.5 AND SNP_event > 1050.5 AND Exon_Number <= 725.5, then the class is Small Cell Lung Cancer."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 309.5 AND TMB (nonsynonymous) > 0.3166666775941849 AND Diagnosis Age > 76.5 AND Start_Position <= 30082848.5 AND SNP_event > 1050.5 AND Exon_Number > 725.5, then the class is Colorectal Carcinoma."
Small Cell Lung Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 309.5 AND TMB (nonsynonymous) > 0.3166666775941849 AND Diagnosis Age > 76.5 AND Start_Position > 30082848.5, then the class is Small Cell Lung Cancer."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.2500000074505806 AND Diagnosis Age > 77.5 AND SNP_event <= 830.5 AND Protein_position <= 1524.5, then the class is Colorectal Carcinoma."
Extrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.2500000074505806 AND Diagnosis Age > 77.5 AND SNP_event <= 830.5 AND Protein_position > 1524.5, then the class is Extrahepatic Cholangiocarcinoma."
Extrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) > 0.2500000074505806 AND Diagnosis Age > 77.5 AND SNP_event > 830.5 AND Protein_position <= 311.5 AND Hugo_Symbol <= 170.5, then the class is Extrahepatic Cholangiocarcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 170.5 AND TMB (nonsynonymous) > 0.2500000074505806 AND Diagnosis Age > 77.5 AND SNP_event > 830.5 AND Protein_position <= 311.5 AND Exon_Number <= 109.0, then the class is Colorectal Carcinoma."
Extrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 170.5 AND TMB (nonsynonymous) > 0.2500000074505806 AND Diagnosis Age > 77.5 AND SNP_event > 830.5 AND Protein_position <= 311.5 AND Exon_Number > 109.0 AND Start_Position <= 7577684.0, then the class is Extrahepatic Cholangiocarcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 170.5 AND TMB (nonsynonymous) > 0.2500000074505806 AND Diagnosis Age > 77.5 AND SNP_event > 830.5 AND Protein_position <= 311.5 AND Exon_Number > 109.0 AND Start_Position > 7577684.0, then the class is Colorectal Carcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 170.5 AND TMB (nonsynonymous) > 0.2500000074505806 AND Diagnosis Age > 77.5 AND SNP_event > 830.5 AND Protein_position <= 311.5 AND Exon_Number > 109.0 AND Start_Position > 10111981.0, then the class is Gastric Cancer."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.2500000074505806 AND Diagnosis Age > 77.5 AND SNP_event > 830.5 AND Protein_position > 311.5, then the class is Colorectal Carcinoma."
Extrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.2500000074505806 AND Diagnosis Age > 77.5 AND SNP_event > 830.5 AND Protein_position > 421.5 AND missense_variant is 0, then the class is Extrahepatic Cholangiocarcinoma."
Extrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.2500000074505806 AND Diagnosis Age > 77.5 AND SNP_event > 830.5 AND Protein_position > 421.5 AND missense_variant is 1 AND Exon_Number <= 299.5, then the class is Extrahepatic Cholangiocarcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.2500000074505806 AND Diagnosis Age > 77.5 AND SNP_event > 830.5 AND Protein_position > 421.5 AND missense_variant is 1 AND Exon_Number <= 1413.5, then the class is Gastric Cancer."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.2500000074505806 AND Diagnosis Age > 77.5 AND SNP_event > 830.5 AND Protein_position > 421.5 AND missense_variant is 1 AND Exon_Number > 1413.5 AND Start_Position <= 99884324.0, then the class is Colorectal Carcinoma."
Extrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.2500000074505806 AND Diagnosis Age > 77.5 AND SNP_event > 830.5 AND Protein_position > 421.5 AND missense_variant is 1 AND Exon_Number > 1413.5 AND Start_Position > 99884324.0, then the class is Extrahepatic Cholangiocarcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) <= 0.28333334624767303 AND Diagnosis Age <= 79.5, then the class is Colorectal Carcinoma."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 79.5 AND TMB (nonsynonymous) <= 0.28333334624767303, then the class is Liver Hepatocellular Carcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 78.5 AND TMB (nonsynonymous) > 0.28333334624767303, then the class is Colorectal Carcinoma."
Liver Hepatocellular Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.3166666775941849 AND Diagnosis Age <= 79.5, then the class is Liver Hepatocellular Carcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.3166666775941849 AND Diagnosis Age > 79.5 AND Codons <= 721.5, then the class is Gastric Cancer."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.3166666775941849 AND Diagnosis Age > 79.5 AND Codons <= 1208.0 AND chr_13 is 0, then the class is Esophageal Carcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.3166666775941849 AND Diagnosis Age > 79.5 AND Codons <= 1208.0 AND chr_13 is 1, then the class is Gastric Cancer."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.3166666775941849 AND Diagnosis Age > 79.5 AND Codons <= 1855.0, then the class is Gastric Cancer."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.3166666775941849 AND Diagnosis Age > 79.5 AND Codons > 1855.0, then the class is Esophageal Carcinoma."
Gallbladder Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.2500000074505806 AND Diagnosis Age <= 84.0, then the class is Gallbladder Carcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND TMB (nonsynonymous) > 0.2500000074505806 AND Diagnosis Age <= 85.5, then the class is Gastric Cancer."
Gallbladder Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 85.5 AND TMB (nonsynonymous) <= 0.3166666775941849, then the class is Gallbladder Carcinoma."
Intrahepatic Cholangiocarcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 10.5 AND Diagnosis Age > 85.5 AND TMB (nonsynonymous) > 0.3166666775941849, then the class is Intrahepatic Cholangiocarcinoma."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND TMB (nonsynonymous) <= 0.4166666716337204 AND Diagnosis Age <= 54.5 AND SNP_event <= 456.5 AND Exon_Number <= 1785.0 AND Hugo_Symbol <= 276.0, then the class is Gastric Cancer."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 276.0 AND TMB (nonsynonymous) <= 0.4166666716337204 AND Diagnosis Age <= 54.5 AND SNP_event <= 456.5 AND Exon_Number <= 856.5, then the class is Colorectal Carcinoma."
Non Small Cell Lung Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 276.0 AND TMB (nonsynonymous) <= 0.38333334028720856 AND Diagnosis Age <= 54.5 AND SNP_event <= 456.5 AND Exon_Number > 856.5, then the class is Non Small Cell Lung Cancer."
Gastric Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Hugo_Symbol > 276.0 AND Diagnosis Age <= 54.5 AND SNP_event <= 456.5 AND Exon_Number > 856.5 AND TMB (nonsynonymous) > 0.38333334028720856, then the class is Gastric Cancer."
Esophageal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Diagnosis Age <= 54.5 AND SNP_event <= 456.5 AND Exon_Number <= 666.0 AND TMB (nonsynonymous) > 0.4166666716337204 AND Hugo_Symbol <= 121.5 AND missense_variant is 0, then the class is Esophageal Carcinoma."
Colorectal Carcinoma,"If Smoke Status > 1.5 AND Sex is 1 AND Diagnosis Age <= 54.5 AND SNP_event <= 456.5 AND Exon_Number <= 666.0 AND TMB (nonsynonymous) > 0.4166666716337204 AND Hugo_Symbol <= 121.5 AND missense_variant is 1 AND Protein_position <= 262.5, then the class is Colorectal Carcinoma."
Non Small Cell Lung Cancer,"If Smoke Status > 1.5 AND Sex is 1 AND Diagnosis Age <= 54.5 AND SNP_event <= 456.5 AND Exon_Number <= 666.0 AND TMB (nonsynonymous) > 0.4166666716337204 AND Hugo_Symbol <= 121.5 AND missense_variant is 1 AND Protein_position > 262.5 AND chr_19 is 0, then the class is Non Small Cell Lung Cancer."
